Situation,emotion,empathetic_dialogues
I was very happy when I finished college.,proud,"Customer :I studied college at university of south Florida.  I was very happy when I graduated.
Agent :"
I was very happy when I finished college.,proud,"Customer :thank you are you in college?
Agent :"
I was very happy when I finished college.,proud,"Customer :Oh,congrats!thats great
Agent :"
Last year my roommate left and my I didnt know many people at college so it got a bit too bring and quiet,lonely,"Customer :Last year in my first year of college my roommate left so i had little human contact the entire year
Agent :"
Last year my roommate left and my I didnt know many people at college so it got a bit too bring and quiet,lonely,"Customer :It was nice having no roommate but it got a bit lonely after a while, wouldve been nice to have more friends on campus
Agent :"
Last year my roommate left and my I didnt know many people at college so it got a bit too bring and quiet,lonely,"Customer :How convenient that was! My daughter would love that!
Agent :"
Last year my roommate left and my I didnt know many people at college so it got a bit too bring and quiet,lonely,"Customer :I can understand that. Is it better for you this year?
Agent :"
I lost 40 pounds by eating right and going to the gym. Some people were surprised at my results. ,proud,"Customer :I lost 40 pounds by eating right and going to the gym. Some people were surprised at my results.
Agent :"
I lost 40 pounds by eating right and going to the gym. Some people were surprised at my results. ,proud,"Customer :Before I ate anything I wanted, but when I made a change, I threw out all pasta and sweets. I ate only chicken salad and green beans. 
Agent :"
I lost 40 pounds by eating right and going to the gym. Some people were surprised at my results. ,proud,"Customer :That's awesome! What type of foods did you mostly eat?
Agent :"
I lost 40 pounds by eating right and going to the gym. Some people were surprised at my results. ,proud,"Customer :Those sound like much healthier choices. Congratulations! How long did it take to achieve your goal?
Agent :"
I built a sandcastle which resembled the Parthenon and it took me only 10 minutes. I patted myself on the back,proud,"Customer :I built a sandcastle which looked just like the Parthenon and it took me less than 20 minutes
Agent :"
I built a sandcastle which resembled the Parthenon and it took me only 10 minutes. I patted myself on the back,proud,"Customer :Yes. I patted myself on the back for that for sure.
Agent :"
I built a sandcastle which resembled the Parthenon and it took me only 10 minutes. I patted myself on the back,proud,"Customer :No way that sounds pretty extreme, did you really?
Agent :"
I built a sandcastle which resembled the Parthenon and it took me only 10 minutes. I patted myself on the back,proud,"Customer :Haha well that's cool, did it last long?
Agent :"
"The first time that I ever tried weed was so scary at first. I was in Amsterdam and I was offered a hit from a bong and I was really hesitant, but it was a great time after that.",apprehensive,"Customer :Ever tried weed? I did over in Amsterdam and man I was so nervous to try it!
Agent :"
"The first time that I ever tried weed was so scary at first. I was in Amsterdam and I was offered a hit from a bong and I was really hesitant, but it was a great time after that.",apprehensive,"Customer :I was just interested in trying it over there and I was offered a hit from a bong. I was nervous like I said, but I loved every second of it!
Agent :"
"The first time that I ever tried weed was so scary at first. I was in Amsterdam and I was offered a hit from a bong and I was really hesitant, but it was a great time after that.",apprehensive,"Customer :It was bizarre compared to America but it was a great time!
Agent :"
"The first time that I ever tried weed was so scary at first. I was in Amsterdam and I was offered a hit from a bong and I was really hesitant, but it was a great time after that.",apprehensive,"Customer :I tried it when I was a student. It wasn't my cup of tea. How did you find it?
Agent :"
"The first time that I ever tried weed was so scary at first. I was in Amsterdam and I was offered a hit from a bong and I was really hesitant, but it was a great time after that.",apprehensive,"Customer :Good. What did you think of Amsterdam? I have been there 3 or 4 times.
Agent :"
Looking back on my childhood and how happy it was,sentimental,"Customer :How was life when you were growing up?
Agent :"
Looking back on my childhood and how happy it was,sentimental,"Customer :Looking back it seems to have been very happy.
Agent :"
Looking back on my childhood and how happy it was,sentimental,"Customer :It was pretty great but it was rough at times. You?
Agent :"
Looking back on my childhood and how happy it was,sentimental,"Customer :That's great to hear! Mine was mostly happy but of course there was some issues.
Agent :"
"I remember the time when my grandfather died and caused a family feud. It made my life quite alone, with no one I can relate to because I was young. ",lonely,"Customer :I remember the time when my grandfather died and resulted in a family feud. It made my life quite alone. 
Agent :"
"I remember the time when my grandfather died and caused a family feud. It made my life quite alone, with no one I can relate to because I was young. ",lonely,"Customer :Well, I was quite young at the time with no one I can relate to. It was very difficult to decipher, it was more of feud between aunts and uncle/dad. The life of poppop was especially not easy on them
Agent :"
